job_xp,salary
Data Analytics Manager (MI),109544.51 to 113001.13
Data Strategy Lead (SE),109544.51 to 113001.13
Product Analyst (MI),109544.51 to 113001.13
Data Visualization Specialist (SE),109544.51 to 113001.13
Backend Engineer (MI),109544.51 to 113001.13
Data Quality Specialist (EX),109544.51 to 113001.13
AI Specialist (MI),109544.51 to 113001.13
Manager (MI),106193.62 to 109544.51
Data Engineer (SE),106193.62 to 109544.51
Data Manager (MI),106193.62 to 109544.51
Machine Learning Engineer (SE),106193.62 to 109544.51
Product Manager (SE),106193.62 to 109544.51
Data Specialist (MI),106193.62 to 109544.51
Data Analyst (SE),106193.62 to 109544.51
Data Scientist (SE),106193.62 to 109544.51
Software Engineer (SE),106193.62 to 109544.51
Data Scientist (MI),106193.62 to 109544.51
Machine Learning Scientist (SE),106193.62 to 109544.51
Software Engineer (MI),106193.62 to 109544.51
Data Architect (SE),106193.62 to 109544.51
Cloud Engineer (MI),106193.62 to 109544.51
Business Intelligence (MI),106193.62 to 109544.51
Data Analyst (EN),106193.62 to 109544.51
Machine Learning Quality Engineer (MI),106193.62 to 109544.51
Data Governance (MI),106193.62 to 109544.51
Engineer (EN),106193.62 to 109544.51
Machine Learning Engineer (MI),106193.62 to 109544.51
Analyst (MI),106193.62 to 109544.51
Engineer (MI),106193.62 to 109544.51
Research Associate (MI),106193.62 to 109544.51
Systems Engineer (SE),106193.62 to 109544.51
Computational Biologist (SE),106193.62 to 109544.51
Research Scientist (SE),106193.62 to 109544.51
Data Engineer (MI),106193.62 to 109544.51
Data Analytics Manager (SE),106193.62 to 109544.51
Business Intelligence Specialist (MI),106193.62 to 109544.51
Engineer (SE),106193.62 to 109544.51
Data Analyst (MI),106193.62 to 109544.51
Member of Technical Staff (SE),106193.62 to 109544.51
Platform Engineer (SE),106193.62 to 109544.51
Analyst (SE),106193.62 to 109544.51
Analyst (EX),106193.62 to 109544.51
Manager (SE),106193.62 to 109544.51
Data Scientist (EN),106193.62 to 109544.51
Consultant (SE),106193.62 to 109544.51
Full Stack Developer (SE),106193.62 to 109544.51
Data Analytics Consultant (MI),106193.62 to 109544.51
Big Data Engineer (SE),106193.62 to 109544.51
Associate (SE),106193.62 to 109544.51
Consultant (MI),106193.62 to 109544.51
Solutions Architect (SE),106193.62 to 109544.51
Software Engineer (EN),106193.62 to 109544.51
Bioinformatician (EN),106193.62 to 109544.51
Analyst (EN),106193.62 to 109544.51
Platform Engineer (MI),106193.62 to 109544.51
Decision Scientist (SE),106193.62 to 109544.51
Data Manager (SE),106193.62 to 109544.51
Quantitative Analyst (MI),106193.62 to 109544.51
Research Scientist (MI),106193.62 to 109544.51
Business Intelligence Analyst (SE),106193.62 to 109544.51
Data Governance Analyst (SE),106193.62 to 109544.51
Power BI Administrator (MI),106193.62 to 109544.51
Machine Learning Engineer (EN),106193.62 to 109544.51
Software Developer (MI),106193.62 to 109544.51
Data Governance Manager (SE),106193.62 to 109544.51
AI Developer (SE),106193.62 to 109544.51
Research Analyst (EN),106193.62 to 109544.51
Data Analytics Manager (MI),106193.62 to 109544.51
Machine Learning Scientist (MI),106193.62 to 109544.51
Data Management Specialist (SE),106193.62 to 109544.51
Analytics Specialist (MI),106193.62 to 109544.51
Analytics Specialist (SE),106193.62 to 109544.51
AI Engineer (MI),106193.62 to 109544.51
Data Quality Analyst (SE),106193.62 to 109544.51
Data Product Manager (MI),106193.62 to 109544.51
Data Visualization Engineer (SE),106193.62 to 109544.51
Analytics Lead (SE),106193.62 to 109544.51
Software Development Engineer (SE),106193.62 to 109544.51
Applied Scientist (MI),106193.62 to 109544.51
DevOps Engineer (MI),106193.62 to 109544.51
Product Manager (MI),106193.62 to 109544.51
Business Intelligence Engineer (SE),106193.62 to 109544.51
Databricks Engineer (SE),106193.62 to 109544.51
Business Intelligence Analyst (EN),106193.62 to 109544.51
Architect (SE),106193.62 to 109544.51
Data Operations Analyst (MI),106193.62 to 109544.51
Research Analyst (SE),106193.62 to 109544.51
Analytics Engineer (SE),106193.62 to 109544.51
Statistical Programmer (MI),106193.62 to 109544.51
Business Intelligence (SE),106193.62 to 109544.51
Data Developer (SE),106193.62 to 109544.51
Data Governance Lead (SE),106193.62 to 109544.51
Associate (MI),106193.62 to 109544.51
Research Engineer (MI),106193.62 to 109544.51
Applied Scientist (SE),106193.62 to 109544.51
Data Operations Analyst (EN),106193.62 to 109544.51
MLOps Engineer (SE),106193.62 to 109544.51
Analytics Engineer (MI),106193.62 to 109544.51
DevOps Engineer (SE),106193.62 to 109544.51
Data Operations Analyst (SE),106193.62 to 109544.51
Business Intelligence Developer (MI),106193.62 to 109544.51
Business Analyst (SE),106193.62 to 109544.51
AI Engineer (SE),106193.62 to 109544.51
Business Intelligence Developer (SE),106193.62 to 109544.51
BI Developer (SE),106193.62 to 109544.51
Applied Machine Learning Scientist (SE),106193.62 to 109544.51
Machine Learning Infrastructure Engineer (SE),106193.62 to 109544.51
Research Engineer (SE),106193.62 to 109544.51
Business Intelligence Engineer (MI),106193.62 to 109544.51
Data Engineer (EN),106193.62 to 109544.51
Developer (SE),106193.62 to 109544.51
Data Reporting Analyst (SE),106193.62 to 109544.51
Insight Analyst (SE),106193.62 to 109544.51
Encounter Data Management Professional (SE),106193.62 to 109544.51
Engineer (EX),106193.62 to 109544.51
AI Engineer (EX),106193.62 to 109544.51
Fullstack Engineer (MI),106193.62 to 109544.51
Data Lead (SE),106193.62 to 109544.51
Backend Developer (SE),106193.62 to 109544.51
Business Intelligence Analyst (MI),106193.62 to 109544.51
Data Product Manager (SE),106193.62 to 109544.51
Consultant (EN),106193.62 to 109544.51
Head of Data (EX),106193.62 to 109544.51
Data Architect (MI),106193.62 to 109544.51
Data Product Owner (SE),106193.62 to 109544.51
Data Quality Specialist (MI),106193.62 to 109544.51
Data Operations Specialist (SE),106193.62 to 109544.51
Software Developer (SE),106193.62 to 109544.51
Quantitative Analyst (EN),106193.62 to 109544.51
Developer (MI),106193.62 to 109544.51
Machine Learning Tech Lead (SE),106193.62 to 109544.51
BI Developer (MI),106193.62 to 109544.51
QA Engineer (SE),106193.62 to 109544.51
Machine Learning Developer (MI),106193.62 to 109544.51
Solutions Engineer (SE),106193.62 to 109544.51
Systems Engineer (MI),106193.62 to 109544.51
Data Management Specialist (EN),106193.62 to 109544.51
Full Stack Engineer (SE),106193.62 to 109544.51
Data Management Lead (SE),106193.62 to 109544.51
Site Reliability Engineer (SE),106193.62 to 109544.51
Data Product Owner (MI),106193.62 to 109544.51
Data Management Analyst (MI),106193.62 to 109544.51
Technical Lead (SE),106193.62 to 109544.51
Data Infrastructure Engineer (SE),106193.62 to 109544.51
Data Scientist (EX),106193.62 to 109544.51
Data Management Analyst (SE),106193.62 to 109544.51
Site Reliability Engineer (EN),106193.62 to 109544.51
Research Scientist (EN),106193.62 to 109544.51
Machine Learning Scientist (EN),106193.62 to 109544.51
Data Engineer (EX),106193.62 to 109544.51
Business Intelligence Developer (EX),106193.62 to 109544.51
MLOps Engineer (MI),106193.62 to 109544.51
Analytics Engineer (EN),106193.62 to 109544.51
Risk Analyst (EN),106193.62 to 109544.51
Business Analyst (EN),106193.62 to 109544.51
Quantitative Researcher (MI),106193.62 to 109544.51
Business Intelligence Manager (SE),106193.62 to 109544.51
Statistical Programmer (SE),106193.62 to 109544.51
Data Strategist (SE),106193.62 to 109544.51
Principal Statistical Programmer (SE),106193.62 to 109544.51
AI Software Engineer (SE),106193.62 to 109544.51
Associate (MI),102945.24 to 106193.62
Engineer (SE),102945.24 to 106193.62
Data Analyst (EN),102945.24 to 106193.62
BI Developer (MI),102945.24 to 106193.62
Power BI Developer (MI),102945.24 to 106193.62
Data Modeler (SE),102945.24 to 106193.62
Data Product Owner (SE),102945.24 to 106193.62
Data Engineer (MI),102945.24 to 106193.62
Data Reporting Analyst (EN),102945.24 to 106193.62
Business Intelligence Analyst (EN),102945.24 to 106193.62
Research Associate (MI),102945.24 to 106193.62
Engineer (MI),102945.24 to 106193.62
Product Manager (SE),102945.24 to 106193.62
Machine Learning Engineer (MI),102945.24 to 106193.62
Business Intelligence (EN),102945.24 to 106193.62
Data Engineer (EN),102945.24 to 106193.62
Analyst (EN),102945.24 to 106193.62
Data Analyst (SE),102945.24 to 106193.62
Data Architect (SE),102945.24 to 106193.62
Business Intelligence Developer (MI),102945.24 to 106193.62
Developer (EN),102945.24 to 106193.62
Data Engineer (SE),102945.24 to 106193.62
Cloud Database Engineer (MI),102945.24 to 106193.62
Data Lead (SE),102945.24 to 106193.62
BI Analyst (EN),102945.24 to 106193.62
Consultant (MI),102945.24 to 106193.62
Data Scientist (SE),102945.24 to 106193.62
Manager (MI),102945.24 to 106193.62
DevOps Engineer (MI),102945.24 to 106193.62
Data Scientist (MI),102945.24 to 106193.62
Data Scientist (EX),102945.24 to 106193.62
BI Developer (SE),102945.24 to 106193.62
Data Architect (EN),102945.24 to 106193.62
Analytics Engineer (SE),102945.24 to 106193.62
Data Analyst (MI),102945.24 to 106193.62
Machine Learning Architect (SE),102945.24 to 106193.62
Associate (SE),102945.24 to 106193.62
Data Visualization Specialist (MI),102945.24 to 106193.62
Analyst (SE),102945.24 to 106193.62
Research Scientist (MI),102945.24 to 106193.62
Research Engineer (SE),102945.24 to 106193.62
Manager (SE),102945.24 to 106193.62
Product Analyst (EN),102945.24 to 106193.62
Research Analyst (EN),102945.24 to 106193.62
Software Engineer (EN),102945.24 to 106193.62
Data Manager (SE),102945.24 to 106193.62
Software Engineer (MI),102945.24 to 106193.62
Research Analyst (MI),102945.24 to 106193.62
Analyst (MI),102945.24 to 106193.62
Data Visualization Analyst (MI),102945.24 to 106193.62
Business Intelligence (MI),102945.24 to 106193.62
Software Developer (MI),102945.24 to 106193.62
Consultant (SE),102945.24 to 106193.62
Data Analytics Specialist (MI),102945.24 to 106193.62
Business Analyst (SE),102945.24 to 106193.62
Developer (MI),102945.24 to 106193.62
Software Engineer (SE),102945.24 to 106193.62
Solutions Engineer (MI),102945.24 to 106193.62
Data Governance (SE),102945.24 to 106193.62
Product Manager (MI),102945.24 to 106193.62
Machine Learning Engineer (SE),102945.24 to 106193.62
Business Intelligence (SE),102945.24 to 106193.62
AI Engineer (SE),102945.24 to 106193.62
Engineer (EN),102945.24 to 106193.62
Data Governance Lead (SE),102945.24 to 106193.62
DevOps Engineer (SE),102945.24 to 106193.62
Business Intelligence Engineer (SE),102945.24 to 106193.62
Cloud Engineer (EX),102945.24 to 106193.62
Decision Scientist (MI),102945.24 to 106193.62
Business Intelligence Developer (EN),102945.24 to 106193.62
Data Specialist (MI),102945.24 to 106193.62
Lead Data Scientist (SE),102945.24 to 106193.62
Data Scientist Manager (SE),102945.24 to 106193.62
Data Analytics Manager (MI),102945.24 to 106193.62
Cloud Database Engineer (SE),102945.24 to 106193.62
Machine Learning Scientist (SE),102945.24 to 106193.62
Business Analyst (EN),102945.24 to 106193.62
Business Intelligence Analyst (SE),102945.24 to 106193.62
Software Development Engineer (SE),102945.24 to 106193.62
Data Engineer (EX),102945.24 to 106193.62
AI Engineer (EN),102945.24 to 106193.62
Data Management Analyst (SE),102945.24 to 106193.62
Data Analytics Manager (SE),102945.24 to 106193.62
Full Stack Developer (SE),102945.24 to 106193.62
Machine Learning Engineer (EN),102945.24 to 106193.62
Data Specialist (SE),102945.24 to 106193.62
Developer (SE),102945.24 to 106193.62
Data Integration Developer (SE),102945.24 to 106193.62
Business Intelligence Developer (SE),102945.24 to 106193.62
AI Data Scientist (SE),102945.24 to 106193.62
Research Scientist (SE),102945.24 to 106193.62
Machine Learning Researcher (MI),102945.24 to 106193.62
Insight Analyst (EN),102945.24 to 106193.62
AI Architect (SE),102945.24 to 106193.62
Analyst (EX),102945.24 to 106193.62
AI Developer (SE),102945.24 to 106193.62
AI Developer (MI),102945.24 to 106193.62
Full Stack Developer (EN),102945.24 to 106193.62
Data Governance Analyst (SE),102945.24 to 106193.62
Head of Business Intelligence (EX),102945.24 to 106193.62
Research Engineer (MI),102945.24 to 106193.62
BI Data Analyst (MI),102945.24 to 106193.62
Data Quality Lead (SE),102945.24 to 106193.62
Statistical Programmer (MI),102945.24 to 106193.62
Lead Engineer (SE),102945.24 to 106193.62
Systems Engineer (SE),102945.24 to 106193.62
Business Intelligence Manager (MI),102945.24 to 106193.62
Staff Data Scientist (SE),102945.24 to 106193.62
Technical Lead (SE),102945.24 to 106193.62
QA Engineer (MI),102945.24 to 106193.62
Product Analyst (MI),102945.24 to 106193.62
Data Operations Manager (EN),102945.24 to 106193.62
Data Analytics Lead (SE),102945.24 to 106193.62
Data Management Analyst (EN),102945.24 to 106193.62
Data Scientist (EN),102945.24 to 106193.62
Data Analytics Specialist (SE),102945.24 to 106193.62
AI Engineer (MI),102945.24 to 106193.62
Data Product Owner (MI),102945.24 to 106193.62
Data Visualization Developer (MI),102945.24 to 106193.62
Solutions Architect (SE),102945.24 to 106193.62
Data Integration Specialist (MI),102945.24 to 106193.62
Python Developer (MI),102945.24 to 106193.62
Statistician (MI),102945.24 to 106193.62
Full Stack Engineer (SE),102945.24 to 106193.62
Data Developer (MI),102945.24 to 106193.62
Software Developer (SE),102945.24 to 106193.62
Business Data Analyst (MI),102945.24 to 106193.62
Data Quality Analyst (SE),102945.24 to 106193.62
Backend Engineer (SE),102945.24 to 106193.62
Business Analyst (MI),102945.24 to 106193.62
Platform Engineer (MI),102945.24 to 106193.62
Data Operations Manager (MI),102945.24 to 106193.62
Data Infrastructure Engineer (SE),102945.24 to 106193.62
Associate (EN),102945.24 to 106193.62
Copywriter (SE),102945.24 to 106193.62
Data Operations Engineer (SE),102945.24 to 106193.62
Data Modeler (MI),102945.24 to 106193.62
Data Analytics Consultant (SE),102945.24 to 106193.62
Data Governance Analyst (EN),102945.24 to 106193.62
Analytics Lead (SE),102945.24 to 106193.62
Data Specialist (EN),102945.24 to 106193.62
Data Operations Engineer (MI),102945.24 to 106193.62
MLOps Engineer (SE),102945.24 to 106193.62
AI Specialist (SE),102945.24 to 106193.62
Data Management Lead (SE),102945.24 to 106193.62
Business Intelligence Lead (SE),102945.24 to 106193.62
Analytics Engineer (MI),102945.24 to 106193.62
Data Analytics Lead (MI),102945.24 to 106193.62
Systems Engineer (MI),102945.24 to 106193.62
Data Management Specialist (MI),102945.24 to 106193.62
Applied Scientist (EN),102945.24 to 106193.62
Data Management Specialist (SE),102945.24 to 106193.62
Data Reporting Analyst (SE),102945.24 to 106193.62
Artificial Intelligence Engineer (MI),102945.24 to 106193.62
Data Team Lead (SE),102945.24 to 106193.62
Data Manager (MI),102945.24 to 106193.62
Power BI Expert (SE),102945.24 to 106193.62
Solution Architect (SE),102945.24 to 106193.62
Research Analyst (SE),102945.24 to 106193.62
Solutions Engineer (SE),102945.24 to 106193.62
AI Product Owner (MI),102945.24 to 106193.62
Data Strategist (SE),102945.24 to 106193.62
Infrastructure Engineer (SE),102945.24 to 106193.62
Research Engineer (EN),102945.24 to 106193.62
Platform Engineer (SE),102945.24 to 106193.62
Data Product Analyst (EN),102945.24 to 106193.62
Data Product Manager (MI),102945.24 to 106193.62
Manager (EX),102945.24 to 106193.62
Product Analyst (SE),102945.24 to 106193.62
Data Integration Specialist (SE),102945.24 to 106193.62
Data Governance (MI),102945.24 to 106193.62
Architect (SE),102945.24 to 106193.62
Data Product Manager (SE),102945.24 to 106193.62
